,address.houseNumber,street,city,state,zip,address.zipPlus4,sold_month,building.fullBathroomCount,lot.lotDepthFeet,mls.lotSizeSquareFeet,mls.bedroomCount,mls.floorCount,mls.bathroomCount,building.buildingQualityCode,assessment.totalAssessedValue,sale.priorSale.price,bedrooms_tagged,living_area_tagged,Bathroom_max_tagged,Bathroom_min_tagged,Bathroom_std_tagged,Bathroom_mean_tagged,Floor_max_tagged,Floor_min_tagged,Floor_std_tagged,Floor_mean_tagged,Walls_max_tagged,Walls_min_tagged,Walls_std_tagged,Walls_mean_tagged,Outview_tagged,Outview_std_tagged,Kitchen_level_tagged,Kitchen_level_std_tagged,general.propertyTypeDetail,assessment.assessmentYear,sale.lastSale.saleDate,sale.priorSale.saleDate,building.yearBuilt,sale.lastSale.price,building.styleCode,building.roofCover,building.exteriorWalls,building.heatSource,building.heatSourceCode,AC,Fireplace,SolarHeat,EvaporativeCooler,AttachedGarage,SpaorHotTub,Spa,Pool,Garage,hoa_type,hoa_amount
2410,6013,6013 maywood ave 4,huntington park,ca,90255,3246,may,1.0,,1742.0,2.0,1.0,1.0,10.0,404517.4540997962,263686.7921112481,2.0,576.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,0.0,4.0,1.0,Single Family,2021,2021,2019,1926,344571.01791507564,,,Stucco,,,0,0,0,0,0,0,0,0,0,,
2410,6013,6013 maywood ave 4,huntington park,ca,90255,3246,may,1.0,,1742.0,2.0,1.0,1.0,10.0,404517.4540997962,263686.7921112481,2.0,576.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,0.0,4.0,1.0,Single Family,2021,2021,2019,1926,344571.01791507564,,,Stucco,,,0,0,0,0,0,0,0,0,0,,
2412,6100,6100 rugby ave 101,huntington park,ca,90255,7101,november,2.0,,31799.0,2.0,1.0,2.0,9.0,318759.3447441218,306825.857009128,2.0,952.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,Condominium Unit,2021,2018,2017,1990,339983.894683902,29.0,,Stucco,Central,3.0,0,0,0,0,0,0,0,1,1,COA,204.0
2412,6100,6100 rugby ave 101,huntington park,ca,90255,7101,november,2.0,,31799.0,2.0,1.0,2.0,9.0,318759.3447441218,306825.857009128,2.0,952.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,Condominium Unit,2021,2018,2017,1990,339983.894683902,29.0,,Stucco,Central,3.0,0,0,0,0,0,0,0,1,1,COA,204.0
2414,6140,6140 rugby ave 118,huntington park,ca,90255,7119,february,2.0,,44867.0,2.0,1.0,2.0,9.0,240841.04037261437,251400.8464203473,2.0,941.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,Condominium Unit,2021,2022,2016,1989,426374.93825127615,29.0,,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,COA,230.0
2414,6140,6140 rugby ave 118,huntington park,ca,90255,7119,february,2.0,,44867.0,2.0,1.0,2.0,9.0,240841.04037261437,426374.93825127615,2.0,941.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,Condominium Unit,2021,2022,2022,1989,426374.93825127615,29.0,,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,COA,230.0
2416,6140,6140 rugby ave 226,huntington park,ca,90255,7114,june,2.0,,44867.0,2.0,2.0,2.0,9.0,340408.155856987,313475.4164895057,2.0,1051.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,2.0,1.0,4.0,0.0,Condominium Unit,2021,2020,2018,1989,347496.7902851404,29.0,,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,COA,230.0
2416,6140,6140 rugby ave 226,huntington park,ca,90255,7114,june,2.0,,44867.0,2.0,2.0,2.0,9.0,340408.155856987,313475.4164895057,2.0,1051.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,2.0,1.0,4.0,0.0,Condominium Unit,2021,2020,2018,1989,347496.7902851404,29.0,,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,COA,230.0
2418,6223,6223 hood ave,huntington park,ca,90255,4512,january,1.0,1250.0,5443.0,2.0,1.0,1.0,7.0,526413.247349965,368123.64010178496,2.0,927.0,4.0,4.0,0.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2020,2009,1939,530428.4738818709,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,HOA,
2418,6223,6223 hood ave,huntington park,ca,90255,4512,january,1.0,1250.0,5443.0,2.0,1.0,1.0,7.0,526413.247349965,368123.64010178496,2.0,927.0,4.0,4.0,0.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2020,2009,1939,530428.4738818709,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,HOA,
2419,6223,6223 hood ave,huntington park,ca,90255,4512,december,1.0,1250.0,5443.0,2.0,1.0,1.0,7.0,502290.7110510554,370523.4476134798,2.0,927.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,Single Family,2021,2020,2009,1939,522257.4209672469,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,HOA,
2420,6315,6315 seville ave h,huntington park,ca,90255,4268,october,2.0,,10313.0,3.0,2.0,2.0,4.0,419295.240264975,353291.5895136926,3.0,1165.0,5.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Condominium Unit,2021,2020,2016,1981,438179.4523357777,29.0,,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,COA,295.0
2421,6315,6315 seville ave h,huntington park,ca,90255,4268,november,2.0,,10313.0,3.0,2.0,2.0,4.0,417833.6791147995,353281.5475634565,2.0,1162.0,4.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.6666666666666665,0.6666666666666666,Condominium Unit,2021,2020,2016,1981,437736.92780562775,29.0,,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,COA,295.0
2422,6603,6603 templeton st,huntington park,ca,90255,4815,september,1.0,780.0,3920.0,2.0,1.0,1.0,7.0,206362.9958695162,397058.48430703447,2.0,896.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,0.0,4.0,0.0,Single Family,2021,2021,2020,1921,640627.2026897485,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,,
2423,6603,6603 templeton st,huntington park,ca,90255,4815,may,1.0,780.0,3920.0,2.0,1.0,1.0,7.0,210137.02556630588,400420.2929588699,2.0,896.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,Single Family,2021,2021,2020,1921,652343.1892566966,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,,
2424,6712,6712 arbutus ave,huntington park,ca,90255,5224,november,1.0,1240.0,5592.0,2.0,1.0,1.0,7.0,461962.3420407394,384824.54288162227,2.0,989.0,5.0,4.0,1.0,5.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,4.0,0.0,Single Family,2021,2016,2016,1923,500902.7656524724,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,0,0,HOA,400.0
2425,6712,6712 arbutus ave,huntington park,ca,90255,5224,june,1.0,1240.0,5592.0,2.0,1.0,1.0,7.0,471753.0450375581,387961.04879646306,2.0,989.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,Single Family,2021,2016,2016,1923,504985.3651547405,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,0,0,HOA,400.0
2426,6346,6346 rita ave b,huntington park,ca,90255,4184,december,2.0,,103237.0,3.0,2.0,2.0,4.0,336041.36398259545,354981.38627902855,3.0,1165.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,Condominium Unit,2021,2021,2017,1981,491737.2726608721,29.0,,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,COA,295.0
2427,6346,6346 rita ave b,huntington park,ca,90255,4184,april,2.0,,103237.0,3.0,2.0,2.0,4.0,348468.17260457773,361143.06211274717,3.0,1165.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,0.0,Condominium Unit,2021,2021,2017,1981,509921.71551406995,29.0,,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,COA,295.0
2428,7018,7018 rita ave 207,huntington park,ca,90255,4797,april,2.0,,37462.0,3.0,1.0,2.0,7.0,329162.87266733515,333746.00222833187,3.0,997.0,2.0,2.0,0.0,2.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,Condominium Unit,2021,2019,2017,1998,334868.4260281639,29.0,,Stucco,Central,3.0,0,0,0,0,0,0,0,1,0,COA,336.0
2429,7018,7018 rita ave 207,huntington park,ca,90255,4797,november,2.0,,37462.0,3.0,1.0,2.0,7.0,318758.2594618383,328917.3187137852,3.0,997.0,2.0,2.0,0.0,2.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,0.0,Condominium Unit,2021,2019,2017,1998,330527.6663245311,29.0,,Stucco,Central,3.0,0,0,0,0,0,0,0,1,0,COA,336.0
2430,7018,7018 rita ave 103,huntington park,ca,90255,4796,july,2.0,,37588.0,2.0,,2.0,7.0,295768.2615481315,302249.67245007347,2.0,885.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Condominium Unit,2021,2020,2017,1998,290828.8828937951,29.0,,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,COA,336.0
2431,7018,7018 rita ave 103,huntington park,ca,90255,4796,december,2.0,,37588.0,2.0,,2.0,7.0,289691.6136252178,312138.8051763872,2.0,885.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,Condominium Unit,2021,2020,2017,1998,289512.2659709738,29.0,,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,COA,336.0
2432,7819,7819 california ave c,huntington park,ca,90255,6475,july,2.0,,17421.0,2.0,3.0,2.0,1.0,283935.280127413,304463.20671522355,2.0,1123.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,0.0,Condominium Unit,2021,2021,2016,1980,468949.7485831168,29.0,Tile,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,COA,225.0
2433,7819,7819 california ave c,huntington park,ca,90255,6475,december,2.0,,17421.0,2.0,3.0,2.0,1.0,278101.7443680416,302169.8170546405,2.0,1123.0,5.0,4.0,0.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,Condominium Unit,2021,2021,2016,1980,459315.0349030124,29.0,Tile,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,COA,225.0
2434,4840,4840 w 63rd st,los angeles,ca,90056,1713,january,2.0,1230.0,6279.0,3.0,1.0,3.0,1.0,569748.2033892744,1059022.0568937361,3.0,1535.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,Single Family,2021,2021,2021,1948,1478100.3040067654,7.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,PUD,400.0
2435,4840,4840 w 63rd st,los angeles,ca,90056,1713,june,2.0,1230.0,6279.0,3.0,1.0,3.0,1.0,557494.2864862359,1036245.0332779296,2.0,1535.0,5.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,Single Family,2021,2021,2021,1948,1446309.9127568963,7.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,PUD,400.0
2436,5230,5230 senford ave,ladera heights,ca,90056,1025,january,3.0,1250.0,8712.0,3.0,1.0,3.0,1.0,1144378.10203546,1153105.378004067,3.0,2252.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,5.0,2.0,1.0,5.0,0.0,Single Family,2021,2020,2020,1957,2001790.9362150608,,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,HOA,200.0
2437,5230,5230 senford ave,los angeles,ca,90056,1025,may,3.0,1250.0,8712.0,3.0,1.0,3.0,1.0,1126669.170422899,1147336.0829767045,3.0,2252.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,Single Family,2021,2020,2020,1957,1991775.4400475589,,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,HOA,200.0
2438,5444,5444 marjan ave,los angeles,ca,90056,1015,november,2.0,900.0,5939.0,3.0,1.0,2.0,6.0,1219117.1240412423,1264123.3554166278,3.0,2092.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2021,2019,1977,1817847.8247202316,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,,
2439,5444,5444 marjan ave,los angeles,ca,90056,1015,may,2.0,900.0,5939.0,3.0,1.0,2.0,6.0,1252630.5071272715,1277416.0151167132,3.0,2092.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2021,2019,1977,1867820.242743533,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,,
2440,5515,5515 s sherbourne dr,los angeles,ca,90056,1316,december,2.0,1250.0,8861.0,3.0,1.0,3.0,1.0,1283025.7614491272,1361121.8292846598,3.0,2321.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,Single Family,2021,2021,2019,1954,1848067.5521980028,15.0,Gravel/Rock,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,HOA,350.0
2441,5515,5515 s sherbourne dr,los angeles,ca,90056,1316,july,2.0,1250.0,8861.0,3.0,1.0,3.0,1.0,1309938.8492350962,1366905.6836178075,3.0,2321.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,Single Family,2021,2021,2019,1954,1886833.1060638346,15.0,Gravel/Rock,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,HOA,350.0
2442,5812,5812 s garth ave,los angeles,ca,90056,1512,june,3.0,1130.0,8174.0,3.0,1.0,3.0,6.0,1223252.3508556674,1296596.3780009458,3.0,2228.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,0.0,Single Family,2021,2021,2017,1954,1734463.6118502247,,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,PUD,600.0
2443,5812,5812 s garth ave,los angeles,ca,90056,1512,september,3.0,1130.0,8174.0,3.0,1.0,3.0,6.0,1208689.412287132,1289651.717104639,3.0,2228.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,2.0,4.0,3.0,1.0,4.0,0.0,Single Family,2021,2021,2017,1954,1713814.6533494983,,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,PUD,600.0
2444,6004,6004 damask ave,los angeles,ca,90056,1729,june,2.0,1400.0,7301.0,3.0,1.0,2.0,9.0,1248537.837951107,1105194.0555341395,3.0,1650.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,Single Family,2021,2020,2017,1949,1274535.9248945115,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,HOA,50.0
2445,6004,6004 damask ave,los angeles,ca,90056,1729,june,2.0,1400.0,7301.0,3.0,1.0,2.0,9.0,1248537.837951107,1105194.0555341395,3.0,1650.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,0.0,4.0,0.0,Single Family,2021,2020,2017,1949,1274535.9248945115,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,HOA,50.0
2446,6015,6015 s chariton ave,los angeles,ca,90056,1507,may,2.0,1110.0,7405.0,2.0,1.0,2.0,1.0,1551422.644788407,1150578.9877746631,3.0,1979.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,0.0,Single Family,2021,2019,2018,1954,1582120.752667489,,Wood Shake/ Shingles,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,PUD,600.0
2447,6015,6015 s chariton ave,los angeles,ca,90056,1507,october,2.0,1110.0,7405.0,2.0,1.0,2.0,1.0,1515196.8634993518,1140141.604038914,2.0,1979.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,0.0,Single Family,2021,2019,2018,1954,1566423.258176061,,Wood Shake/ Shingles,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,PUD,600.0
2448,6295,6295 mosley ave,los angeles,ca,90056,1738,december,3.0,1100.0,7405.0,3.0,1.0,2.0,1.0,1044164.6514394232,1086001.4595356327,3.0,2330.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2021,2021,2019,1947,1585987.796988637,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,PUD,400.0
2449,6295,6295 mosley ave,los angeles,ca,90056,1738,may,3.0,1100.0,7405.0,3.0,1.0,2.0,1.0,1077376.5578794752,1098694.9671302007,2.0,2330.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,0.0,Single Family,2021,2021,2019,1947,1636433.5559559015,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,2,0,0,0,0,0,0,1,0,PUD,400.0
2450,4667,4667 bell pl,bell,ca,90201,2665,august,2.0,1020.0,5816.0,4.0,1.0,2.0,4.0,584915.5418373814,411393.66200625733,3.0,1437.0,5.0,4.0,1.0,4.0,3.0,3.0,0.0,3.0,5.0,3.0,1.0,4.0,2.0,0.0,4.0,0.0,Single Family,2021,2016,2016,1941,544305.4605005867,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,2,0,0,0,0,0,0,1,0,,
2451,4667,4667 bell pl,bell,ca,90201,2665,april,2.0,1020.0,5816.0,4.0,1.0,2.0,4.0,595744.3420027556,417658.40191902063,2.0,1437.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,Single Family,2021,2016,2016,1941,552594.1933082427,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,,
2452,5921,5921 ludell st,bell gardens,ca,90201,4027,november,3.0,1160.0,5844.0,5.0,2.0,3.0,4.0,564346.787375833,702633.3823467307,5.0,2129.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,Single Family,2021,2020,2018,1968,591229.0972959127,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,,
2453,5921,5921 ludell st,bell gardens,ca,90201,4027,june,3.0,1160.0,5844.0,5.0,2.0,3.0,4.0,576307.3981866561,707421.5337636736,5.0,2129.0,4.0,4.0,0.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,Single Family,2021,2020,2018,1968,594402.4044351085,15.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,,
2454,5835,5835 gotham st d,bell gardens,ca,90201,5577,february,2.0,,14375.0,3.0,2.0,2.0,4.0,433596.76670167956,436862.0065783389,3.0,1039.0,4.0,4.0,0.0,4.0,3.0,3.0,0.0,3.0,5.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,Condominium Unit,2021,2021,2020,1986,483360.2896011805,29.0,,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,COA,125.0
2455,5835,5835 gotham st d,bell gardens,ca,90201,5577,june,2.0,,14375.0,3.0,2.0,2.0,4.0,425509.91775036923,434370.9878564255,3.0,1039.0,4.0,4.0,0.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,Condominium Unit,2021,2021,2020,1986,474345.32004594005,29.0,,Stucco,Central,3.0,2,0,0,0,0,0,0,1,0,COA,125.0
2456,5614,5614 clara st,bell gardens,ca,90201,5994,march,3.0,,2870.0,4.0,2.0,3.0,,647278.0841074093,967201.4194025176,4.0,1750.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,4.0,1.0,4.0,0.0,Single Family,2021,2020,2017,1947,661060.760786316,,,Stucco,,,2,0,0,0,0,0,0,1,0,PUD,
2457,5614,5614 clara st,bell gardens,ca,90201,5994,november,3.0,,2870.0,4.0,2.0,3.0,,624037.3129636615,951160.156728297,4.0,1750.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,2.0,4.0,0.0,Single Family,2021,2020,2017,1947,653762.944125288,,,Stucco,,,2,0,0,0,0,0,0,0,0,PUD,
2458,6532,6532 scout ave,bell gardens,ca,90201,2026,december,2.0,950.0,5227.0,3.0,1.0,2.0,7.0,506768.22208541585,505272.8994490358,3.0,1200.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.3333333333333335,1.0,Single Family,2021,2018,2018,1946,540939.2217630853,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,0,0,0,0,0,0,0,0,,
2460,6812,6812 woodward ave,bell,ca,90201,2510,june,2.0,1190.0,5005.0,3.0,1.0,2.0,4.0,510967.4386337859,546961.4786310792,3.0,2060.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,Single Family,2021,2021,2016,1939,749199.617642653,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,0,0,0,0,0,0,0,0,HOA,300.0
2460,6812,6812 woodward ave,bell,ca,90201,2510,june,2.0,1190.0,5005.0,3.0,1.0,2.0,4.0,510967.4386337859,546961.4786310792,3.0,2060.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,Single Family,2021,2021,2016,1939,749199.617642653,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,0,0,0,0,0,0,0,0,HOA,300.0
2461,6812,6812 woodward ave,bell,ca,90201,2510,november,2.0,1190.0,5005.0,3.0,1.0,2.0,4.0,500362.88507481455,542539.5194724512,3.0,2060.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2021,2016,1939,733650.823588583,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,1,0,0,0,0,0,1,0,HOA,300.0
2462,6543,6543 cassandra dr,bell gardens,ca,90201,2001,july,1.0,1230.0,6098.0,3.0,1.0,2.0,7.0,562994.5862807347,503357.5296604287,3.0,1643.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2019,2018,1938,587478.6129591428,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,1,0,0,0,0,0,1,0,HOA,300.0
2462,6543,6543 cassandra dr,bell gardens,ca,90201,2001,july,1.0,1230.0,6098.0,3.0,1.0,2.0,7.0,562994.5862807347,503357.5296604287,3.0,1643.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2019,2018,1938,587478.6129591428,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,1,0,0,0,0,0,1,0,HOA,300.0
2463,6543,6543 cassandra dr,bell gardens,ca,90201,2001,january,1.0,1230.0,6098.0,3.0,1.0,2.0,7.0,577910.0354127785,512069.5134918798,3.0,1643.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.3333333333333335,1.0,Single Family,2021,2019,2018,1938,598268.003385643,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,1,0,0,0,1,HOA,300.0
2464,6625,6625 woodward ave a,bell,ca,90201,6766,september,2.0,,17491.0,3.0,2.0,2.0,9.0,340501.57139886654,356189.52186699555,3.0,1227.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,Condominium Unit,2021,2021,2017,1979,590253.0978628623,29.0,Tar & Gravel,Stucco,Central,3.0,0,1,0,0,1,0,0,0,1,COA,100.0
2464,6625,6625 woodward ave a,bell,ca,90201,6766,september,2.0,,17491.0,3.0,2.0,2.0,9.0,340501.57139886654,356189.52186699555,3.0,1227.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,Condominium Unit,2021,2021,2017,1979,590253.0978628623,29.0,Tar & Gravel,Stucco,Central,3.0,0,1,0,0,1,0,0,0,1,COA,100.0
2465,6625,6625 woodward ave a,bell,ca,90201,6766,sold,2.0,,17491.0,3.0,2.0,2.0,9.0,352178.6345029453,363432.77863371273,3.0,1227.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,Condominium Unit,2021,2021,2017,1979,610495.0680916832,29.0,Tar & Gravel,Stucco,Central,3.0,0,1,0,0,1,0,0,1,1,COA,100.0
2466,6546,6546 foster bridge blvd,bell gardens,ca,90201,1939,october,1.0,800.0,151797888.0,4.0,1.0,1.0,7.0,539093.8803406821,536045.6337313846,3.0,1128.0,4.0,4.0,0.0,4.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2020,2018,1942,563373.5815745712,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,1,0,0,1,1,HOA,1400.0
